Deck Profile,Deck Name,Date,Country,Author,Placement,Tournament,Host,leader_id,set_name,extraction_dt
eb2luffy,GP Luffy,8/28/2025,Australia,Domenic_PX3,1st Place,SB(4-0),Good Games,EB02-010,op-12-deck-list-legacy-of-the-master,2026-03-27
op10usopp,God Usopp,8/28/2025,Argentina,Fobofredo,1st Place,SB(4-0),Hadouken(16),OP10-042,op-12-deck-list-legacy-of-the-master,2026-03-27
op5sakazuki,Sakazuki,8/27/2025,US,Anthony Antix,1st Place,SB(4-0),LGS,OP05-041,op-12-deck-list-legacy-of-the-master,2026-03-27
eb2luffy,GP Luffy,8/27/2025,Spain,Poloski98,1st Place,SB(5-0),GeeklogiaShop,EB02-010,op-12-deck-list-legacy-of-the-master,2026-03-27
eb2luffy,GP Luffy,8/27/2025,Europe,Tinnoy,1st Place,Online(5-0),ChinoizeCup(36),EB02-010,op-12-deck-list-legacy-of-the-master,2026-03-27
op9buggy,Buggy,8/27/2025,Argentina,Frankx,1st Place,SB(4-0),Ranchostore(16),OP09-042,op-12-deck-list-legacy-of-the-master,2026-03-27
eb2luffy,GP Luffy,8/26/2025,Puerto Rico,Jael Torres,1st Place,ShopEvent(10-3),HotKei,EB02-010,op-12-deck-list-legacy-of-the-master,2026-03-27
op11nami,BY Nami,8/26/2025,Europe,AbbsterTCG,1st Place,Online(5-0),ChinoizeCup(32),OP11-041,op-12-deck-list-legacy-of-the-master,2026-03-27
op7bonney,Bonney,8/25/2025,US,Donnie,1st Place,ShopEvent(5-0) Postban,CCS_Atlanta(39),OP07-019,op-12-deck-list-legacy-of-the-master,2026-03-27
eb2luffy,GP Luffy,8/25/2025,US,Nick,1st Place,SB(5-0),Rare n Sleeveless,EB02-010,op-12-deck-list-legacy-of-the-master,2026-03-27
prb1sanji,Red Sanji,8/25/2025,Mexico,Getalix,1st Place,SB(5-0),La Zona Perdida TCG(32),PRB01-001,op-12-deck-list-legacy-of-the-master,2026-03-27
op7bonney,Bonney,8/25/2025,Europe,Freajski,1st Place,Online(5-0),ChinoizeCup(32),OP07-019,op-12-deck-list-legacy-of-the-master,2026-03-27
op12sanji,Blue Purple Sanji,8/25/2025,Europe,krullzorz,1st Place,SB(5-0),LGS,OP12-041,op-12-deck-list-legacy-of-the-master,2026-03-27
st13luffy,BY Luffy,8/24/2025,US,STRESS3D_,1st Place,Postban(4-0),Phantasm Gaming(14),ST13-003,op-12-deck-list-legacy-of-the-master,2026-03-27
op9shanks,Red Shanks,8/24/2025,US,IR Kong,1st Place,SB(4-0),Sci Fi Factory,OP09-001,op-12-deck-list-legacy-of-the-master,2026-03-27
op12zoro,Green Zoro,8/24/2025,NA,Chalice,2nd Place,ShopEvent(6-1),Zulus Grand,OP12-020,op-12-deck-list-legacy-of-the-master,2026-03-27
eb2luffy,GP Luffy,8/24/2025,NA,1Chul_TCG,1st Place,ShopEvent Postban(5-0),LGS(64),EB02-010,op-12-deck-list-legacy-of-the-master,2026-03-27
op7lucci,Lucci,8/24/2025,Europe,sthstpd,Top-8,Regional(OP11),BerlinRegional,OP07-079,op-12-deck-list-legacy-of-the-master,2026-03-27
op12rayleigh,Red Rayleigh,8/24/2025,England,r3tr0zOPTCG,1st Place,SB(4-0),Harlequins,OP12-001,op-12-deck-list-legacy-of-the-master,2026-03-27
op5sakazuki,Sakazuki,8/23/2025,US,stabillyttcg,Top-4,ShopEvent(7-3) Postban,South Side Gaming(81),OP05-041,op-12-deck-list-legacy-of-the-master,2026-03-27
eb2luffy,GP Luffy,8/23/2025,US,Goute,1st Place,ShopEvent,Cottens Collectibles(24),EB02-010,op-12-deck-list-legacy-of-the-master,2026-03-27
op10law,Law,8/23/2025,Spain,SadKetchum,1st Place,SB(5-0),GeeklogiaShop,OP10-022,op-12-deck-list-legacy-of-the-master,2026-03-27
op11luffy,UP Luffy,8/23/2025,Belgium,Chinoize,1st Place,SB(5-0) Postban,LGS,OP11-040,op-12-deck-list-legacy-of-the-master,2026-03-27
op12rayleigh,Red Rayleigh,8/23/2025,Australia,Billy N,1st Place,SB(4-0),spellbound_game,OP12-001,op-12-deck-list-legacy-of-the-master,2026-03-27
op9buggy,Buggy,8/23/2025,Argentina,Buggyneta,1st Place,ShopEvent(6-0),Dimagames(64),OP09-042,op-12-deck-list-legacy-of-the-master,2026-03-27
op12zoro,Green Zoro,8/22/2025,US,BlurrWolfTcg,1st Place,SB(5-0),King fandom,OP12-020,op-12-deck-list-legacy-of-the-master,2026-03-27
op9blackbeard,Teach,8/22/2025,Mexico,Gustavo,1st Place,SB(5-0),Zuperior Games CDMX,OP09-081,op-12-deck-list-legacy-of-the-master,2026-03-27
op12zoro,Green Zoro,8/22/2025,Ecuador,TheAlejooxD,1st Place,SB(4-0),LGS,OP12-020,op-12-deck-list-legacy-of-the-master,2026-03-27
op10law,Law,8/22/2025,Australia,Querate,1st Place,SB(4-0),Dragons Beard,OP10-022,op-12-deck-list-legacy-of-the-master,2026-03-27
op12kuzan,Blue Kuzan,8/21/2025,UK,Ez Arhin,1st Place,SB(4-0),DarkSphere,OP12-040,op-12-deck-list-legacy-of-the-master,2026-03-27
op5sakazuki,Sakazuki,8/21/2025,France,LeoTCG,1st Place,SB(4-0),LGS,OP05-041,op-12-deck-list-legacy-of-the-master,2026-03-27
op3katakuri,Yellow Katakuri,8/20/2025,US,Jimmy H,1st Place,SB(4-0),Ol Reliable(24),OP03-099,op-12-deck-list-legacy-of-the-master,2026-03-27
op12zoro,Green Zoro,8/20/2025,Spain,Ramirez,1st Place,ShopEvent(4-0),GeeklogiaShop,OP12-020,op-12-deck-list-legacy-of-the-master,2026-03-27
op5sakazuki,Sakazuki,8/20/2025,Europe,IsuQuack,1st Place,Online(5-0),ChinoizeCup(30),OP05-041,op-12-deck-list-legacy-of-the-master,2026-03-27
op12rayleigh,Red Rayleigh,8/19/2025,Europe,Anastasi,1st Place,Online(4-0),ChinoizeCup(26),OP12-001,op-12-deck-list-legacy-of-the-master,2026-03-27
op12zoro,Green Zoro,8/18/2025,US,Yasuken,1st Place,Online(4-0),Minhute(Discord),OP12-020,op-12-deck-list-legacy-of-the-master,2026-03-27
op12kuzan,Blue Kuzan,8/18/2025,Europe,Rehnaay,1st Place,Online(5-0),ChinoizeCup(32),OP12-040,op-12-deck-list-legacy-of-the-master,2026-03-27
op10law,GY Law,8/23/2025,Europe,Machino,1st Place,Regional(16-3),noHeroes,OP10-022,eb-02-deck-list-anime-25th-collection,2026-03-27
op9buggy,Blue Buggy,8/23/2025,Europe,Salzi,Top-8,Regional(10-3),noHeroes,OP09-042,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/17/2025,Europe,MerryTcg54262,1st Place,Regional,Manchester Regional,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op7bonney,Green Bonney,8/17/2025,Europe,Sedat,T4,Regional(11-3),Manchester Regional(1024),OP07-019,eb-02-deck-list-anime-25th-collection,2026-03-27
op9buggy,Blue Buggy,8/17/2025,Europe,Jak3Corona,T4,Regional,Manchester Regional,OP09-042,eb-02-deck-list-anime-25th-collection,2026-03-27
op7bonney,Green Bonney,8/17/2025,Europe,Shinohana,T8,Regional(10-3),Manchester Regional,OP07-019,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/17/2025,Europe,DogXwisdom,T8,Regional(11-2),Manchester Regional,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op9blackbeard,Teach,8/17/2025,Europe,theXeto,T8,Regional(10-3),Manchester Regional,OP09-081,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/17/2025,Europe,Doek14,T16,Regional(9-3),Manchester Regional,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op7bonney,Green Bonney,8/17/2025,Europe,Samuele Paolini,T32,Regional(9-2),Manchester Regional,OP07-019,eb-02-deck-list-anime-25th-collection,2026-03-27
op1zoro,Red Zoro,8/17/2025,Europe,grimasnarl,T32,Regional(9-2),Manchester Regional,OP01-001,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/17/2025,Europe,yurik34,T32,Regional(9-2),Manchester Regional,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/17/2025,Europe,Tinnoy,T32,Regional(8-3),Manchester Regional,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
eb2luffy,GP Luffy,8/17/2025,Europe,fabby_gg,T32,Regional(8-3),Manchester Regional,EB02-010,eb-02-deck-list-anime-25th-collection,2026-03-27
op5enel,Enel,8/17/2025,Argentina,Sirempty,1st Place,SB(4-0),Cardcitadel,OP05-098,eb-02-deck-list-anime-25th-collection,2026-03-27
op6yamato,Yamato,8/16/2025,Argentina,dem95,1st Place,ShopEvent(6-0),Dimagames(44),OP06-022,eb-02-deck-list-anime-25th-collection,2026-03-27
op9buggy,Blue Buggy,8/16/2025,Oceania,NicholasHeilbr2,1st Place,Regional(12-1),Adelaide Regional,OP09-042,eb-02-deck-list-anime-25th-collection,2026-03-27
op5betty,Betty,8/16/2025,Oceania,Kaan Cekli,T4,Regional(10-1),Adelaide Regional,OP05-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/16/2025,Oceania,hubert_tanaya,T8,Regional(8-2),Adelaide Regional,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op8marco,Red Blue Marco,8/16/2025,US,Ric,1st Place,Online(6-0),WimmieCup,OP08-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op6yamato,Yamato,8/14/2025,Argentina,JC,1st Place,SB(4-0),Hadouken(12),OP06-022,eb-02-deck-list-anime-25th-collection,2026-03-27
op10smoker,Smoker,8/14/2025,Argentina,Nitsuga,1st Place,SB(4-0),LaBatikueva(16),OP10-001,eb-02-deck-list-anime-25th-collection,2026-03-27
op8kalgara,Kalgara,8/14/2025,US,AustinP,1st Place,SB(4-0),PCB Hobby,OP08-098,eb-02-deck-list-anime-25th-collection,2026-03-27
op1law,Red Green Law,8/13/2025,US,Jacob Boykin,1st Place,SB(5-0),Gamescape(20),OP01-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op6moria,Gecko Moria,8/11/2025,Brasil,Celo,1st Place,SB(4-0),Asgard,OP06-080,eb-02-deck-list-anime-25th-collection,2026-03-27
op5betty,Betty,8/10/2025,Europe,Joan Mendez,1st Place,Regional(14-4),OPE(256),OP05-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/10/2025,Europe,DogXwisdom,2nd Place,Regional(13-5),Porto Regional,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/10/2025,Europe,Filipe Benedetto,Top-4,Regional,OPE(256),OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op1zoro,Zoo Zoro,8/10/2025,Europe,Paulo Silva,Top-16,Regional,OPE(256),OP01-001,eb-02-deck-list-anime-25th-collection,2026-03-27
op10smoker,Smoker,8/10/2025,Europe,MexxloHC,Top-16,Regional(7-3),OPE(256),OP10-001,eb-02-deck-list-anime-25th-collection,2026-03-27
op8marco,Red Blue Marco,8/10/2025,OCE,Antony Wei,1st Place,TC(7-0),TAKGames(212),OP08-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/10/2025,OCE,Darren Lee,2nd Place,Regional,TAKGames,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op10smoker,Smoker,8/10/2025,OCE,Nicholas K,Top-4,TC,TAKGames(212),OP10-001,eb-02-deck-list-anime-25th-collection,2026-03-27
op11koby,Koby,8/10/2025,OCE,Clark S,Top-4,TC,TAKGames(212),OP11-001,eb-02-deck-list-anime-25th-collection,2026-03-27
op9lim,Lim Odyssey,8/10/2025,Europe,manxwx,Top-8,Regional(10-3),OPE(256),OP09-022,eb-02-deck-list-anime-25th-collection,2026-03-27
op9blackbeard,Teach,8/10/2025,OCE,kayC,Top-8,TC,TAKGames(212),OP09-081,eb-02-deck-list-anime-25th-collection,2026-03-27
op5betty,Betty,8/10/2025,OCE,ChopperOCE,Top-8,TC(6-1),TAKGames,OP05-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/10/2025,OCE,Anthony Yap,Top-8,Regional,TAKGames(212),OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op8marco,Red Blue Marco,8/10/2025,OCE,scottouche1,13th Place,TC(6-1),TAKGames,OP08-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op10smoker,Smoker,8/10/2025,Argentina,Franz,1st Place,SB(4-0),Misatoconics(18),OP10-001,eb-02-deck-list-anime-25th-collection,2026-03-27
eb2luffy,GP Luffy,8/10/2025,South Africa,ScreechTCG,2nd Place,ShopEvent(10-3),EGF x Oracle(54),EB02-010,eb-02-deck-list-anime-25th-collection,2026-03-27
op10law,GY Law,8/9/2025,Europe,SkepasG,25th Place,Regional(6-2),Porto Regional,OP10-022,eb-02-deck-list-anime-25th-collection,2026-03-27
op6yamato,Yamato,8/9/2025,Argentina,Raigan,1st Place,SB(6-0),Dimagames(50),OP06-022,eb-02-deck-list-anime-25th-collection,2026-03-27
op6yamato,Yamato,8/7/2025,Spain,Supah Rouis,1st Place,SB(4-0),LGS,OP06-022,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/7/2025,US,IR Kong,1st Place,SB(5-0),Galactic Gamez,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op9buggy,Blue Buggy,8/7/2025,Belgium,RoronoahTCG,1st Place,Online(4-0),ChinoizeCup,OP09-042,eb-02-deck-list-anime-25th-collection,2026-03-27
op7bonney,Green Bonney,8/6/2025,Argentina,Mauro,1st Place,SB(5-0),RanchoStore(21),OP07-019,eb-02-deck-list-anime-25th-collection,2026-03-27
op6reiju,Reiju,8/6/2025,Australia,Ethan Silverton,1st Place,SB(4-0),GoodGames,OP06-042,eb-02-deck-list-anime-25th-collection,2026-03-27
op7vegapunk,Vegapunk,8/3/2025,US,RyByte,1st Place,SB(3-0),Sci Fi Factory,OP07-097,eb-02-deck-list-anime-25th-collection,2026-03-27
op9luffy,Yonko Luffy,8/3/2025,France,krullzorz,2nd Place,Regional,Paris Regional,OP09-061,eb-02-deck-list-anime-25th-collection,2026-03-27
eb2luffy,GP Luffy,8/3/2025,France,Luca,Top-4,Regional,Paris Regional,EB02-010,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/3/2025,France,Marios Bant,Top-8,Regional(14-2),Paris Regional,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op1zoro,Zoo Zoro,8/3/2025,France,Aarn0ud,Top-8,Regional,Paris Regional,OP01-001,eb-02-deck-list-anime-25th-collection,2026-03-27
op5betty,Betty,8/3/2025,France,TheCaptain14,Top-32,Regional(9-3),Paris Regional,OP05-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op9blackbeard,Teach,8/3/2025,Europe,KevinL,1st Place,EU Final,Bandai(Paris),OP09-081,eb-02-deck-list-anime-25th-collection,2026-03-27
op5betty,Betty,8/3/2025,Europe,Angelo T,2nd Place,EU Final,Bandai(Paris),OP05-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op5betty,Betty,8/3/2025,Europe,Kaminari,Top-4,EU Final,Bandai(Paris),OP05-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op10smoker,Smoker,8/3/2025,Europe,Hoshi,Top-4,EU Final,Bandai(Paris),OP10-001,eb-02-deck-list-anime-25th-collection,2026-03-27
op7bonney,Green Bonney,8/3/2025,Europe,Stefano Fabri,Top-8,EU Final,Bandai(Paris),OP07-019,eb-02-deck-list-anime-25th-collection,2026-03-27
op8marco,Red Blue Marco,8/3/2025,Europe,Nourr_AB,Top-8,EU Final,Bandai(Paris),OP08-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op9blackbeard,Teach,8/3/2025,Europe,Kalmashin,Top-16,EU Final,Bandai(Paris),OP09-081,eb-02-deck-list-anime-25th-collection,2026-03-27
op9buggy,Blue Buggy,8/3/2025,Europe,Santos,Top-16,EU Final,Bandai(Paris),OP09-042,eb-02-deck-list-anime-25th-collection,2026-03-27
op7lucci,Black Lucci,8/3/2025,Europe,11Imran21,Top-16,EU Final,Bandai(Paris),OP07-079,eb-02-deck-list-anime-25th-collection,2026-03-27
op6reiju,Reiju,8/3/2025,Europe,Stefano Vinci,Top-32,EU Final(7-2),Bandai(Paris),OP06-042,eb-02-deck-list-anime-25th-collection,2026-03-27
st13luffy,BY Luffy,8/3/2025,Europe,LeoTCG_,Top-32,EU Final,Bandai(Paris),ST13-003,eb-02-deck-list-anime-25th-collection,2026-03-27
op10law,GY Law,8/3/2025,Europe,SkepasG,Top-32,EU Final(7-3),Bandai(Paris),OP10-022,eb-02-deck-list-anime-25th-collection,2026-03-27
op5betty,Betty,8/3/2025,Brazil,kaidotaila78781,1st Place,Regional(15-3),SaoPaolo Regional,OP05-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/3/2025,Brazil,kaidotaila78781,1st Place,TC(8-0),SaoPaolo TC,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/3/2025,Brazil,DiegoG_A7,2nd Place,TC(7-1),SaoPaolo TC,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op9buggy,Blue Buggy,8/3/2025,Brazil,Leandro Corrochano,Top-8,Regional,SaoPaolo Regional,OP09-042,eb-02-deck-list-anime-25th-collection,2026-03-27
op9luffy,Yonko Luffy,8/3/2025,Argentina,Capncook,1st Place,SB,CardCitadel,OP09-061,eb-02-deck-list-anime-25th-collection,2026-03-27
op5betty,Betty,8/3/2025,NA,Brooklyn Teasly,Top-8,TC,PlayTCG,OP05-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/3/2025,NA,FlyestRavenOPTC,9th Place,TC(8-1),PlayTCG,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op7lucci,Black Lucci,8/3/2025,NA,Chris Pak,10th Place,TC(8-1),PlayTCG(512),OP07-079,eb-02-deck-list-anime-25th-collection,2026-03-27
op8carrot,Green carrot,8/3/2025,NA,Shawnaby,20th Place,TC(7-2),PlayTCG,OP08-021,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/2/2025,NA,XellTweets,2nd Place,TC(9-0),PlayTCG,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op9blackbeard,Teach,8/2/2025,NA,ConnerWyse,Top-4,TC(8-1),PlayTCG(482),OP09-081,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/2/2025,NA,Yonas,Top-8,TC(8-1),PlayTCG,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/2/2025,NA,JubbyTCG,Top-8,TC(8-1),PlayTCG,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/2/2025,NA,vinchongi,9th Place,TC(8-1),PlayTCG,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
eb2luffy,GP Luffy,8/2/2025,NA,Adam,12th Place,TC(7-2),PlayTCG,EB02-010,eb-02-deck-list-anime-25th-collection,2026-03-27
op7bonney,Green Bonney,8/2/2025,NA,6thGenSS,Top-32,TC(7-2),PlayTCG(482),OP07-019,eb-02-deck-list-anime-25th-collection,2026-03-27
op10law,GY Law,8/1/2025,NA,PaoTCG,1st Place,TC(9-0),PlayTCG,OP10-022,eb-02-deck-list-anime-25th-collection,2026-03-27
eb2luffy,GP Luffy,8/1/2025,NA,NA,2nd Place,TC,PlayTCG,EB02-010,eb-02-deck-list-anime-25th-collection,2026-03-27
op9buggy,Blue Buggy,8/1/2025,NA,NA,Top-4,TC,PlayTCG,OP09-042,eb-02-deck-list-anime-25th-collection,2026-03-27
op5luffy,Purple Luffy,8/1/2025,NA,NA,Top-4,TC,PlayTCG,OP05-060,eb-02-deck-list-anime-25th-collection,2026-03-27
op1zoro,Zoo Zoro,8/1/2025,NA,BigBodyBailey,6th Place,TC(8-1),PlayTCG,OP01-001,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/1/2025,NA,ClydeTCG,22th Place,TC(7-2),PlayTCG,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op10law,GY Law,8/1/2025,NA,Kekfila,25th Place,TC(7-2),PlayTCG,OP10-022,eb-02-deck-list-anime-25th-collection,2026-03-27
op6yamato,Yamato,8/1/2025,Argentina,Raigan,1st Place,SB,SekaiGames,OP06-022,eb-02-deck-list-anime-25th-collection,2026-03-27
eb2luffy,GP Luffy,8/1/2025,Mexico,Alex Soto,Top-32,Regional(7-2),Sao Paolo regional(512),EB02-010,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/1/2025,NA,NA,Top-4,Regional,GENCON,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op5betty,Betty,8/1/2025,NA,NA,Top-4,Regional,GENCON,OP05-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op9buggy,Blue Buggy,8/1/2025,NA,NA,Top-4,Regional,GENCON,OP09-042,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,8/1/2025,NA,NA,Top-4,Regional,GENCON,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
eb2luffy,GP Luffy,8/1/2025,NA,Mono,11th Place,GenCon(7-2),Bandai,EB02-010,eb-02-deck-list-anime-25th-collection,2026-03-27
op7lucci,Black Lucci,8/1/2025,NA,Sam,Top-16,GenCon,Bandai,OP07-079,eb-02-deck-list-anime-25th-collection,2026-03-27
eb2luffy,GP Luffy,8/1/2025,NA,Goblin,Top-32,GenCon(7-2),Bandai,EB02-010,eb-02-deck-list-anime-25th-collection,2026-03-27
eb2luffy,GP Luffy,8/1/2025,NA,StrawHatsRCool,Top-32,GenCon(7-2),Bandai,EB02-010,eb-02-deck-list-anime-25th-collection,2026-03-27
op10smoker,Smoker,7/27/2025,Europe,Ric,1st Place,Online(12-3),ChinoizeCup(113),OP10-001,eb-02-deck-list-anime-25th-collection,2026-03-27
op5luffy,Purple Luffy,7/27/2025,Europe,Vlets0,2nd Place,Online(10-6),ChinoizeCup(113),OP05-060,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,7/27/2025,Europe,Federico Mecozzi,1st Place,ShopEvent,Emperors Treasure(128),OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op10law,GY Law,7/27/2025,Europe,Alberto Deramo,2nd Place,ShopEvent,Emperors Treasure(128),OP10-022,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,7/27/2025,Europe,Nicola Agosti,Top-4,ShopEvent,Emperors Treasure(128),OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,7/27/2025,Europe,Lorenzo Trezza,Top-4,ShopEvent,Emperors Treasure(128),OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op9blackbeard,Teach,7/27/2025,Europe,Lorenzo Notarini,Top-8,ShopEvent,Emperors Treasure(128),OP09-081,eb-02-deck-list-anime-25th-collection,2026-03-27
op7bonney,Green Bonney,7/27/2025,Europe,Samuele Paolini,Top-8,ShopEvent,Emperors Treasure(128),OP07-019,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,7/27/2025,Europe,Gianmarco Gradiano,Top-8,ShopEvent,Emperors Treasure(128),OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op10smoker,Smoker,7/27/2025,Europe,Diego Apicella,Top-8,ShopEvent,Emperors Treasure(128),OP10-001,eb-02-deck-list-anime-25th-collection,2026-03-27
op8marco,Red Blue Marco,7/27/2025,Australia,Sam G,1st Place,SB(4-0),Ozzie Collectables(17),OP08-002,eb-02-deck-list-anime-25th-collection,2026-03-27
eb2luffy,GP Luffy,7/26/2025,Argentina,Fede Gil,1st Place,SB(4-0),Rancho Store(18),EB02-010,eb-02-deck-list-anime-25th-collection,2026-03-27
op5betty,Betty,7/26/2025,Brazil,ThiagoRamone86,1st Place,SB(5-0),Super Horipakas(23),OP05-002,eb-02-deck-list-anime-25th-collection,2026-03-27
op9buggy,Blue Buggy,7/26/2025,Argentina,MauroBru,1st Place,ShopEvent(6-0),Dimagames(39),OP09-042,eb-02-deck-list-anime-25th-collection,2026-03-27
op7bonney,Green Bonney,7/25/2025,Spain,Sergio,1st Place,SB(4-0),GeeklogiaShop(23),OP07-019,eb-02-deck-list-anime-25th-collection,2026-03-27
op7bonney,Green Bonney,7/25/2025,Kuwait,Rashid Karam,1st Place,SB,Limitless(21),OP07-019,eb-02-deck-list-anime-25th-collection,2026-03-27
eb2luffy,GP Luffy,7/25/2025,Argentina,Juanse,1st Place,SB(4-0),SekaiGames(19),EB02-010,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,7/24/2025,US,IR Kong,1st Place,SB(5-0),Galactic Gamez,OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op10smoker,Smoker,7/24/2025,Argentina,Nitsuga (Calviciente),1st Place,SB(4-0),La Batikueva Store(15),OP10-001,eb-02-deck-list-anime-25th-collection,2026-03-27
op10smoker,Smoker,7/23/2025,UK,Jim Dandy,1st Place,SB(5-0),The Game Store(20),OP10-001,eb-02-deck-list-anime-25th-collection,2026-03-27
op7lucci,Black Lucci,7/21/2025,Argentina,Facundo Llinas,1st Place,ShopEvent(6-1),MagicLair(31),OP07-079,eb-02-deck-list-anime-25th-collection,2026-03-27
op11luffy,Blue Purple Luffy,7/21/2025,Belgium,Devon,1st Place,Online,ChinoizeCup(32),OP11-040,eb-02-deck-list-anime-25th-collection,2026-03-27
op9buggy,Blue Buggy,7/20/2025,US,IR Kong,1st Place,SB(4-0),Sci Fi Factory,OP09-042,eb-02-deck-list-anime-25th-collection,2026-03-27
op9shanks,Red Shanks,7/19/2025,Spain,ReyOscuro,1st Place,SB(5-0),GeekLogiaShop,OP09-001,eb-02-deck-list-anime-25th-collection,2026-03-27
eb2luffy,GP Luffy,7/19/2025,US,StrawHatsRCool,1st Place,Store Qualifier(6-0),No Limit Gaming(47),EB02-010,eb-02-deck-list-anime-25th-collection,2026-03-27
op10law,GY Law,7/18/2025,Panama,LC Arias,1st Place,SB(5-0),Korasama(21),OP10-022,eb-02-deck-list-anime-25th-collection,2026-03-27
op6yamato,Yamato,7/16/2025,US,ChaewonFan,1st Place,SB(5-0),LGS(36),OP06-022,eb-02-deck-list-anime-25th-collection,2026-03-27
op9buggy,Blue Buggy,7/16/2025,Belgium,RoronoahTCG,1st Place,Online(6-1),ChinoizeCup(32),OP09-042,eb-02-deck-list-anime-25th-collection,2026-03-27
op9buggy,Blue Buggy,7/16/2025,UK,Dunkey,1st Place,SB(5-0),The Games Store(17),OP09-042,eb-02-deck-list-anime-25th-collection,2026-03-27
eb2luffy,GP Luffy,7/16/2025,Spain,Esteve,1st Place,SB(4-0),GeeklogiaShop,EB02-010,eb-02-deck-list-anime-25th-collection,2026-03-27
op9luffy,Yonko Luffy,7/15/2025,US,ImBloo,1st Place,SB(5-0),The Card Haven,OP09-061,eb-02-deck-list-anime-25th-collection,2026-03-27
op9buggy,Blue Buggy,7/14/2025,US,Edgar Terrazas,1st Place,SB(4-0),Game Vault(20),OP09-042,eb-02-deck-list-anime-25th-collection,2026-03-27
